table_name,field_name,language,translation,record_id,record_sub_id,field_value
routes,route_short_name,ja,"市バス３３",03300,,
routes,route_short_name,en,"33 City Bus",03300,,
routes,route_short_name,ja,"市バス特３３",03303,,
routes,route_short_name,en,"特33(T33) City Bus",03303,,
routes,route_short_name,ja,"市バス３７",03700,,
routes,route_short_name,en,"37 City Bus",03700,,
routes,route_short_name,ja,"市バス特３７",03703,,
routes,route_short_name,en,"特37(T37) City Bus",03703,,
routes,route_short_name,ja,"市バス４２",04200,,
routes,route_short_name,en,"42 City Bus",04200,,
routes,route_short_name,ja,"市バス４３",04300,,
routes,route_short_name,en,"43 City Bus",04300,,
routes,route_short_name,ja,"市バス４６",04600,,
routes,route_short_name,en,"46 City Bus",04600,,
routes,route_short_name,ja,"市バス三条京阪４６",04603,,
routes,route_short_name,en,"三条京阪46 City Bus",04603,,
routes,route_short_name,ja,"市バス５０",05000,,
routes,route_short_name,en,"50 City Bus",05000,,
routes,route_short_name,ja,"市バス５１",05100,,
routes,route_short_name,en,"51 City Bus",05100,,
routes,route_short_name,ja,"市バス５２",05200,,
routes,route_short_name,en,"52 City Bus",05200,,
routes,route_short_name,ja,"市バス５３",05300,,
routes,route_short_name,en,"53 City Bus",05300,,
routes,route_short_name,ja,"市バス白梅町５３",05303,,
routes,route_short_name,en,"白梅町53 City Bus",05303,,
routes,route_short_name,ja,"市バス５５",05500,,
routes,route_short_name,en,"55 City Bus",05500,,
routes,route_short_name,ja,"市バス５８",05800,,
routes,route_short_name,en,"58 City Bus",05800,,
routes,route_short_name,ja,"市バス５９",05900,,
routes,route_short_name,en,"59 City Bus",05900,,
routes,route_short_name,ja,"市バス６５",06500,,
routes,route_short_name,en,"65 City Bus",06500,,
routes,route_short_name,ja,"市バス６７",06700,,
routes,route_short_name,en,"67 City Bus",06700,,
routes,route_short_name,ja,"市バス６９",06900,,
routes,route_short_name,en,"69 City Bus",06900,,
routes,route_short_name,ja,"市バス７０",07000,,
routes,route_short_name,en,"70 City Bus",07000,,
routes,route_short_name,ja,"市バス７１",07100,,
routes,route_short_name,en,"71 City Bus",07100,,
routes,route_short_name,ja,"市バス特７１",07103,,
routes,route_short_name,en,"特71(T71) City Bus",07103,,
routes,route_short_name,ja,"市バス７５",07500,,
routes,route_short_name,en,"75 City Bus",07500,,
routes,route_short_name,ja,"市バス７８",07800,,
routes,route_short_name,en,"78 City Bus",07800,,
routes,route_short_name,ja,"市バス８０",08000,,
routes,route_short_name,en,"80 City Bus",08000,,
routes,route_short_name,ja,"市バス特８０",08003,,
routes,route_short_name,en,"特80(T80) City Bus",08003,,
routes,route_short_name,ja,"市バス８１",08100,,
routes,route_short_name,en,"81 City Bus",08100,,
routes,route_short_name,ja,"市バス８４",08400,,
routes,route_short_name,en,"84 City Bus",08400,,
routes,route_short_name,ja,"市バス８５",08500,,
routes,route_short_name,en,"85 City Bus",08500,,
routes,route_short_name,ja,"市バス８６",08600,,
routes,route_short_name,en,"86 City Bus",08600,,
routes,route_short_name,ja,"ぎおん・よるバス",08603,,
routes,route_short_name,en,"Gion Night Bus (City Bus)",08603,,
routes,route_short_name,ja,"市バス９１",09100,,
routes,route_short_name,en,"91 City Bus",09100,,
routes,route_short_name,ja,"市バス９３",09300,,
routes,route_short_name,en,"93 City Bus",09300,,
routes,route_short_name,ja,"市バス快速９３",09315,,
routes,route_short_name,en,"快速Rapid 93 City Bus",09315,,
routes,route_short_name,ja,"市バス観光特急ＥＸ１００",10000,,
routes,route_short_name,en,"Ltd. Exp. EX100 City Bus",10000,,
routes,route_short_name,ja,"市バス観光特急ＥＸ１０１",10100,,
routes,route_short_name,en,"Ltd. Exp. EX101 City Bus",10100,,
routes,route_short_name,ja,"市バス１０２",10200,,
routes,route_short_name,en,"102 City Bus",10200,,
routes,route_short_name,ja,"市バス１０５",10500,,
routes,route_short_name,en,"105 City Bus",10500,,
routes,route_short_name,ja,"市バス１０６",10600,,
routes,route_short_name,en,"106 City Bus",10600,,
routes,route_short_name,ja,"市バス２０１",20100,,
routes,route_short_name,en,"201 City Bus",20100,,
routes,route_short_name,ja,"市バス２０２",20200,,
routes,route_short_name,en,"202 City Bus",20200,,
routes,route_short_name,ja,"市バス快速立命館",20285,,
routes,route_short_name,en,"快速Rapid 立命館 City Bus",20285,,
routes,route_short_name,ja,"市バス快速２０２",20295,,
routes,route_short_name,en,"快速Rapid 202 City Bus",20295,,
routes,route_short_name,ja,"市バス２０３",20300,,
routes,route_short_name,en,"203 City Bus",20300,,
routes,route_short_name,ja,"市バス２０４",20400,,
routes,route_short_name,en,"204 City Bus",20400,,
routes,route_short_name,ja,"市バス２０５",20500,,
routes,route_short_name,en,"205 City Bus",20500,,
routes,route_short_name,ja,"市バス立命館ダイレクト",20584,,
routes,route_short_name,en,"立命館ダイレクト City Bus",20584,,
routes,route_short_name,ja,"市バス快速立命館",20585,,
routes,route_short_name,en,"快速Rapid 立命館 City Bus",20585,,
routes,route_short_name,ja,"市バス快速２０５",20595,,
routes,route_short_name,en,"快速Rapid 205 City Bus",20595,,
routes,route_short_name,ja,"市バス２０６",20600,,
routes,route_short_name,en,"206 City Bus",20600,,
routes,route_short_name,ja,"市バス２０７",20700,,
routes,route_short_name,en,"207 City Bus",20700,,
routes,route_short_name,ja,"市バス２０８",20800,,
routes,route_short_name,en,"208 City Bus",20800,,
routes,route_short_name,ja,"市バス３",003A0,,
routes,route_short_name,en,"3 City Bus",003A0,,
routes,route_short_name,ja,"市バス伏見港２２",0229E,,
routes,route_short_name,en,"伏見港22 City Bus",0229E,,
routes,route_short_name,ja,"市バス八条口７１",071A0,,
routes,route_short_name,en,"八条口71 City Bus",071A0,,
routes,route_short_name,ja,"市バス八条口特７１",071A3,,
routes,route_short_name,en,"八条口特71(T71) City Bus",071A3,,
routes,route_short_name,ja,"市バス伏見港８１",0819B,,
routes,route_short_name,en,"伏見港81 City Bus",0819B,,
routes,route_short_name,ja,"市バス八条口２０２",202A2,,
routes,route_short_name,en,"八条口202 City Bus",202A2,,
routes,route_short_name,ja,"市バス八条口２０７",207A2,,
routes,route_short_name,en,"八条口207 City Bus",207A2,,
routes,route_short_name,ja,"市バス",AAAAA,,
routes,route_short_name,en,"City Bus",AAAAA,,
routes,route_short_name,ja,"快速立命館",J058A,,
routes,route_short_name,en,"快速Rapid 立命館",J058A,,
routes,route_short_name,ja,"快速２０５",J059A,,
routes,route_short_name,en,"快速Rapid 205",J059A,,
routes,route_short_name,ja,"北３",K0303,,
routes,route_short_name,en,"北3(North 3)",K0303,,
routes,route_short_name,ja,"８６",K86BB,,
routes,route_short_name,en,"86",K86BB,,
routes,route_short_name,ja,"市バスＭ１",M0100,,
routes,route_short_name,en,"M1 City Bus",M0100,,
routes,route_short_name,ja,"市バス北１",N0100,,
routes,route_short_name,en,"北1(North 1) City Bus",N0100,,
routes,route_short_name,ja,"市バス北３",N0300,,
routes,route_short_name,en,"北3(North 3) City Bus",N0300,,
routes,route_short_name,ja,"市バス北８",N0800,,
routes,route_short_name,en,"北8(North 8) City Bus",N0800,,
routes,route_short_name,ja,"市バス南１",S0100,,
routes,route_short_name,en,"南1(South 1) City Bus",S0100,,
routes,route_short_name,ja,"市バス特南１",S0103,,
routes,route_short_name,en,"特南1(T-South 1) City Bus",S0103,,
routes,route_short_name,ja,"市バス南２",S0200,,
routes,route_short_name,en,"南2(South 2) City Bus",S0200,,
routes,route_short_name,ja,"市バス南３",S0300,,
routes,route_short_name,en,"南3(South 3) City Bus",S0300,,
routes,route_short_name,ja,"市バス伏見港南３",S038A,,
routes,route_short_name,en,"伏見港南3(South 3) City Bus",S038A,,
routes,route_short_name,ja,"市バス南５",S0500,,
routes,route_short_name,en,"南5(South 5) City Bus",S0500,,
routes,route_short_name,ja,"市バス南６",S0600,,
routes,route_short_name,en,"南6(South 6) City Bus",S0600,,
routes,route_short_name,ja,"市バス南８",S0800,,
routes,route_short_name,en,"南8(South 8) City Bus",S0800,,
routes,route_short_name,ja,"市バス伏見港南８",S0883,,
routes,route_short_name,en,"伏見港南8(South 8) City Bus",S0883,,
routes,route_short_name,ja,"市バス西１",W0100,,
routes,route_short_name,en,"西1(West 1) City Bus",W0100,,
routes,route_short_name,ja,"市バス西２",W0200,,
routes,route_short_name,en,"西2(West 2) City Bus",W0200,,
routes,route_short_name,ja,"市バス西２",W028D,,
routes,route_short_name,en,"西2(West 2) City Bus",W028D,,
routes,route_short_name,ja,"市バス西２（→西４）",W029D,,
routes,route_short_name,en,"西2(West 2) City Bus",W029D,,
routes,route_short_name,ja,"市バス西３",W0300,,
routes,route_short_name,en,"西3(West 3) City Bus",W0300,,
routes,route_short_name,ja,"市バス西３",W038D,,
routes,route_short_name,en,"西3(West 3) City Bus",W038D,,
routes,route_short_name,ja,"市バス特西３",W0393,,
routes,route_short_name,en,"特西3(T-West 3) City Bus",W0393,,
routes,route_short_name,ja,"市バス西３（→特西４）",W039D,,
routes,route_short_name,en,"西3(West 3) City Bus",W039D,,
routes,route_short_name,ja,"市バス特西４",W0403,,
routes,route_short_name,en,"特西4(T-West 4) City Bus",W0403,,
routes,route_short_name,ja,"市バス西４",W048D,,
routes,route_short_name,en,"西4(West 4) City Bus",W048D,,
routes,route_short_name,ja,"市バス特西４",W048E,,
routes,route_short_name,en,"特西4(T-West 4) City Bus",W048E,,
routes,route_short_name,ja,"市バス西４（→西２）",W049D,,
routes,route_short_name,en,"西4(West 4) City Bus",W049D,,
routes,route_short_name,ja,"市バス特西４（→西３）",W049E,,
routes,route_short_name,en,"特西4(T-West 4) City Bus",W049E,,
routes,route_short_name,ja,"市バス西５",W0500,,
routes,route_short_name,en,"西5(West 5) City Bus",W0500,,
routes,route_short_name,ja,"市バス特西５",W0583,,
routes,route_short_name,en,"特西5(T-West 5) City Bus",W0583,,
routes,route_short_name,ja,"市バス特西５（→西６）",W0593,,
routes,route_short_name,en,"特西5(T-West 5) City Bus",W0593,,
routes,route_short_name,ja,"市バス西６",W0600,,
routes,route_short_name,en,"西6(West 6) City Bus",W0600,,
routes,route_short_name,ja,"市バス西６",W0683,,
routes,route_short_name,en,"西6(West 6) City Bus",W0683,,
routes,route_short_name,ja,"市バス西６（→特西５）",W0693,,
routes,route_short_name,en,"西6(West 6) City Bus",W0693,,
routes,route_short_name,ja,"市バス西８",W0800,,
routes,route_short_name,en,"西8(West 8) City Bus",W0800,,
routes,route_short_name,ja,"市バス西９",W0900,,
routes,route_short_name,en,"西9(West 9) City Bus",W0900,,
stop_times,stop_headsign,ja,"ＪＲ桂川駅",,,ＪＲ桂川駅
stop_times,stop_headsign,en,"JR Katsuragawa Station",,,ＪＲ桂川駅
stop_times,stop_headsign,ja,"ＪＲ桂川駅・パルスプラザ・竹田駅西口",,,ＪＲ桂川駅・パルスプラザ・竹田駅西口
stop_times,stop_headsign,en,"Subway Takeda Station (Nishiguchi) via JR Katsuragawa Station",,,ＪＲ桂川駅・パルスプラザ・竹田駅西口
stop_times,stop_headsign,ja,"ＪＲ桂川駅・下桂・桂駅東口",,,ＪＲ桂川駅・下桂・桂駅東口
stop_times,stop_headsign,en,"Katsura Station (Higashiguchi) via JR Katsuragawa Station and Shimo-Katsura",,,ＪＲ桂川駅・下桂・桂駅東口
stop_times,stop_headsign,ja,"ＪＲ桂川駅・久世工業団地",,,ＪＲ桂川駅・久世工業団地
stop_times,stop_headsign,en,"Kuze Kogyodanchi via JR Katsuragawa Station",,,ＪＲ桂川駅・久世工業団地
stop_times,stop_headsign,ja,"ＪＲ桂川駅・桂駅東口",,,ＪＲ桂川駅・桂駅東口
stop_times,stop_headsign,en,"Katsura Station (Higashiguchi) via JR Katsuragawa Station",,,ＪＲ桂川駅・桂駅東口
stop_times,stop_headsign,ja,"ＪＲ桂川駅・桂駅東口・太秦天神川駅",,,ＪＲ桂川駅・桂駅東口・太秦天神川駅
stop_times,stop_headsign,en,"Subway Uzumasa Tenjingawa Station via JR Katsuragawa Station and Katsura Station (Higashiguchi)",,,ＪＲ桂川駅・桂駅東口・太秦天神川駅
stop_times,stop_headsign,ja,"ＪＲ桂川駅・川島六ノ坪町・桂駅東口",,,ＪＲ桂川駅・川島六ノ坪町・桂駅東口
stop_times,stop_headsign,en,"Katsura Station (Higashiguchi) via JR Katsuragawa Station and Kawashima Rokunotsubocho",,,ＪＲ桂川駅・川島六ノ坪町・桂駅東口
stop_times,stop_headsign,ja,"ＪＲ桂川駅・洛西口駅",,,ＪＲ桂川駅・洛西口駅
stop_times,stop_headsign,en,"Rakusaiguchi Station via JR Katsuragawa Station",,,ＪＲ桂川駅・洛西口駅
stop_times,stop_headsign,ja,"ＪＲ桂川駅・洛西口駅・四条大宮・二条駅",,,ＪＲ桂川駅・洛西口駅・四条大宮・二条駅
stop_times,stop_headsign,en,"Nijo Station via JR Katsuragawa Station, Rakusaiguchi Station and Shijo Omiya",,,ＪＲ桂川駅・洛西口駅・四条大宮・二条駅
stop_times,stop_headsign,ja,"ＪＲ桂川駅・洛西口駅・小畑川公園北口",,,ＪＲ桂川駅・洛西口駅・小畑川公園北口
stop_times,stop_headsign,en,"Obatagawa Koen Kitaguchi via JR Katsuragawa Station and Rakusaiguchi Station",,,ＪＲ桂川駅・洛西口駅・小畑川公園北口
stop_times,stop_headsign,ja,"ＪＲ長岡京駅（東口）",,,ＪＲ長岡京駅（東口）
stop_times,stop_headsign,en,"JR Nagaokakyo Station",,,ＪＲ長岡京駅（東口）
stop_times,stop_headsign,ja,"ＪＲ藤森駅・藤森神社",,,ＪＲ藤森駅・藤森神社
stop_times,stop_headsign,en,"Fujinomori-jinja Shrine via JR Fujinomori Station",,,ＪＲ藤森駅・藤森神社
stop_times,stop_headsign,ja,"ＪＲ藤森駅・藤森神社・竹田駅東口",,,ＪＲ藤森駅・藤森神社・竹田駅東口
stop_times,stop_headsign,en,"Subway Takeda Station (Higashiguchi) via JR Fujinomori Station and Fujinomori-jinja Shrine",,,ＪＲ藤森駅・藤森神社・竹田駅東口
stop_times,stop_headsign,ja,"パルスプラザ・久我の杜・ＪＲ長岡京駅（東口）",,,パルスプラザ・久我の杜・ＪＲ長岡京駅（東口）
stop_times,stop_headsign,en,"JR Nagaokakyo Station via Koganomori",,,パルスプラザ・久我の杜・ＪＲ長岡京駅（東口）
stop_times,stop_headsign,ja,"パルスプラザ・久我の杜・菱川",,,パルスプラザ・久我の杜・菱川
stop_times,stop_headsign,en,"Hishikawa via Koganomori",,,パルスプラザ・久我の杜・菱川
stop_times,stop_headsign,ja,"パルスプラザ・久我の杜・免許試験場",,,パルスプラザ・久我の杜・免許試験場
stop_times,stop_headsign,en,"Menkyo Shikenjo via Koganomori",,,パルスプラザ・久我の杜・免許試験場
stop_times,stop_headsign,ja,"パルスプラザ・久我の杜・免許試験場・ＪＲ長岡京駅（東口）",,,パルスプラザ・久我の杜・免許試験場・ＪＲ長岡京駅（東口）
stop_times,stop_headsign,en,"JR Nagaokakyo Station via Koganomori",,,パルスプラザ・久我の杜・免許試験場・ＪＲ長岡京駅（東口）
stop_times,stop_headsign,ja,"パルスプラザ・国道大手筋・中書島",,,パルスプラザ・国道大手筋・中書島
stop_times,stop_headsign,en,"Chushojima via Kokudo Otesuji",,,パルスプラザ・国道大手筋・中書島
stop_times,stop_headsign,ja,"パルスプラザ・国道大手筋・中書島・横大路車庫",,,パルスプラザ・国道大手筋・中書島・横大路車庫
stop_times,stop_headsign,en,"Yokooji Shako via Kokudo Otesuji and Chushojima",,,パルスプラザ・国道大手筋・中書島・横大路車庫
stop_times,stop_headsign,ja,"パルスプラザ・竹田駅西口",,,パルスプラザ・竹田駅西口
stop_times,stop_headsign,en,"Subway Takeda Station (Nishiguchi)",,,パルスプラザ・竹田駅西口
stop_times,stop_headsign,ja,"パルスプラザ・伏見警察署・中書島",,,パルスプラザ・伏見警察署・中書島
stop_times,stop_headsign,en,"Chushojima",,,パルスプラザ・伏見警察署・中書島
stop_times,stop_headsign,ja,"パルスプラザ・伏見警察署・中書島・横大路車庫",,,パルスプラザ・伏見警察署・中書島・横大路車庫
stop_times,stop_headsign,en,"Yokooji Shako via Chushojima",,,パルスプラザ・伏見警察署・中書島・横大路車庫
stop_times,stop_headsign,ja,"みぶ",,,みぶ
stop_times,stop_headsign,en,"Mibu",,,みぶ
stop_times,stop_headsign,ja,"わら天神",,,わら天神
stop_times,stop_headsign,en,"Waratenjin",,,わら天神
stop_times,stop_headsign,ja,"稲荷大社・竹田駅",,,稲荷大社・竹田駅
stop_times,stop_headsign,en,"Subway Takeda Station via Inari-taisha Shrine",,,稲荷大社・竹田駅
stop_times,stop_headsign,ja,"稲荷大社・竹田駅・中書島・横大路車庫",,,稲荷大社・竹田駅・中書島・横大路車庫
stop_times,stop_headsign,en,"Yokooji Shako via Inari-taisha Shrine, Subway Takeda Station and Chushojima",,,稲荷大社・竹田駅・中書島・横大路車庫
stop_times,stop_headsign,ja,"右京の里・南春日町",,,右京の里・南春日町
stop_times,stop_headsign,en,"Minamikasugacho via Ukyonosato",,,右京の里・南春日町
stop_times,stop_headsign,ja,"右京の里・洛西バスターミナル",,,右京の里・洛西バスターミナル
stop_times,stop_headsign,en,"Rakusai Bus Terminal via Ukyonosato",,,右京の里・洛西バスターミナル
stop_times,stop_headsign,ja,"宇多野・山越",,,宇多野・山越
stop_times,stop_headsign,en,"Yamagoe via Utano",,,宇多野・山越
stop_times,stop_headsign,ja,"宇多野・佛大広沢校・山越",,,宇多野・佛大広沢校・山越
stop_times,stop_headsign,en,"Yamagoe via Utano and Butsudai Hirosawako (Bukkyo Univ. Hirosawa Campus)",,,宇多野・佛大広沢校・山越
stop_times,stop_headsign,ja,"烏丸丸太町・祇園・清水寺・東福寺",,,烏丸丸太町・祇園・清水寺・東福寺
stop_times,stop_headsign,en,"Tofukuji Temple via Karasuma Marutamachi (Subway Marutamachi Station), Gion and Kiyomizu-dera Temple",,,烏丸丸太町・祇園・清水寺・東福寺
stop_times,stop_headsign,ja,"烏丸丸太町・錦林車庫",,,烏丸丸太町・錦林車庫
stop_times,stop_headsign,en,"Kinrin Shako via Karasuma Marutamachi (Subway Marutamachi Station)",,,烏丸丸太町・錦林車庫
stop_times,stop_headsign,ja,"烏丸丸太町・銀閣寺・高野",,,烏丸丸太町・銀閣寺・高野
stop_times,stop_headsign,en,"Takano via Karasuma Marutamachi (Subway Marutamachi Station) and Ginkakuji Temple",,,烏丸丸太町・銀閣寺・高野
stop_times,stop_headsign,ja,"烏丸丸太町・熊野神社・高野・国際会館駅・岩倉",,,烏丸丸太町・熊野神社・高野・国際会館駅・岩倉
stop_times,stop_headsign,en,"Iwakura via Karasuma Marutamachi (Subway Marutamachi Station), Kumano-jinja Shrine and Takano",,,烏丸丸太町・熊野神社・高野・国際会館駅・岩倉
stop_times,stop_headsign,ja,"烏丸丸太町・嵯峨・嵐山",,,烏丸丸太町・嵯峨・嵐山
stop_times,stop_headsign,en,"Saga Arashiyama via Karasuma Marutamachi (Subway Marutamachi Station)",,,烏丸丸太町・嵯峨・嵐山
stop_times,stop_headsign,ja,"烏丸丸太町・四条烏丸",,,烏丸丸太町・四条烏丸
stop_times,stop_headsign,en,"Shijo Karasuma (Subway Shijo Station) via Karasuma Marutamachi (Subway Marutamachi Station)",,,烏丸丸太町・四条烏丸
stop_times,stop_headsign,ja,"烏丸丸太町・四条河原町・三条京阪",,,烏丸丸太町・四条河原町・三条京阪
stop_times,stop_headsign,en,"Sanjo Keihan via Karasuma Marutamachi (Subway Marutamachi Station) and Shijo Kawaramachi",,,烏丸丸太町・四条河原町・三条京阪
stop_times,stop_headsign,ja,"烏丸丸太町・四条河原町・四条京阪",,,烏丸丸太町・四条河原町・四条京阪
stop_times,stop_headsign,en,"Shijo Keihan via Karasuma Marutamachi (Subway Marutamachi Station) and Shijo Kawaramachi",,,烏丸丸太町・四条河原町・四条京阪
stop_times,stop_headsign,ja,"烏丸丸太町・西ノ京円町",,,烏丸丸太町・西ノ京円町
stop_times,stop_headsign,en,"Nishinokyo Enmachi via Karasuma Marutamachi (Subway Marutamachi Station)",,,烏丸丸太町・西ノ京円町
stop_times,stop_headsign,ja,"烏丸丸太町・西ノ京円町・金閣寺",,,烏丸丸太町・西ノ京円町・金閣寺
stop_times,stop_headsign,en,"Kinkakuji Temple via Karasuma Marutamachi (Subway Marutamachi Station) and Nishinokyo Enmachi",,,烏丸丸太町・西ノ京円町・金閣寺
stop_times,stop_headsign,ja,"烏丸丸太町・西ノ京円町・西大路駅",,,烏丸丸太町・西ノ京円町・西大路駅
stop_times,stop_headsign,en,"Nishioji Station via Karasuma Marutamachi (Subway Marutamachi Station)",,,烏丸丸太町・西ノ京円町・西大路駅
stop_times,stop_headsign,ja,"烏丸五条・京都駅",,,烏丸五条・京都駅
stop_times,stop_headsign,en,"Kyoto Station via Karasuma Gojo (Subway Gojo Station)",,,烏丸五条・京都駅
stop_times,stop_headsign,ja,"烏丸五条・五条坂・祇園・四条河原町",,,烏丸五条・五条坂・祇園・四条河原町
stop_times,stop_headsign,en,"Shijo Kawaramachi via Karasuma Gojo (Subway Gojo Station), Gojozaka and Gion",,,烏丸五条・五条坂・祇園・四条河原町
stop_times,stop_headsign,ja,"烏丸五条・四条烏丸",,,烏丸五条・四条烏丸
stop_times,stop_headsign,en,"Shijo Karasuma (Subway Shijo Station) via Karasuma Gojo (Subway Gojo Station)",,,烏丸五条・四条烏丸
stop_times,stop_headsign,ja,"烏丸五条・西京極・太秦天神川駅",,,烏丸五条・西京極・太秦天神川駅
stop_times,stop_headsign,en,"Subway Uzumasa Tenjingawa Station via Karasuma Gojo (Subway Gojo Station) and Nishikyogoku",,,烏丸五条・西京極・太秦天神川駅
stop_times,stop_headsign,ja,"烏丸御池・四条河原町",,,烏丸御池・四条河原町
stop_times,stop_headsign,en,"Shijo Kawaramachi via Karasuma Oike (Subway Karasuma Oike Station)",,,烏丸御池・四条河原町
stop_times,stop_headsign,ja,"烏丸御池・四条河原町・三条京阪",,,烏丸御池・四条河原町・三条京阪
stop_times,stop_headsign,en,"Sanjo Keihan via Karasuma Oike (Subway Karasuma Oike Station) and Shijo Kawaramachi",,,烏丸御池・四条河原町・三条京阪
stop_times,stop_headsign,ja,"烏丸御池・北野天満宮・立命館大学",,,烏丸御池・北野天満宮・立命館大学
stop_times,stop_headsign,en,"Ritsumeikan University via Karasuma Oike (Subway Karasuma Oike Station) and Kitano-tenmangu Shrine",,,烏丸御池・北野天満宮・立命館大学
stop_times,stop_headsign,ja,"烏丸今出川・金閣寺・龍安寺・山越",,,烏丸今出川・金閣寺・龍安寺・山越
stop_times,stop_headsign,en,"Yamagoe via Karasuma Imadegawa (Subway Imadegawa Station), Kinkakuji Temple and Ryoanji Temple",,,烏丸今出川・金閣寺・龍安寺・山越
stop_times,stop_headsign,ja,"烏丸今出川・金閣寺・龍安寺・佛大広沢校・山越",,,烏丸今出川・金閣寺・龍安寺・佛大広沢校・山越
